,User 0,User 1,User 2,User 3,User 4,precisionG,recallG,fscoreG,T,C,Quantity,,,,
977,433,346,282,634,25,1,1,1,2,2,943,,,,
978,449,584,288,226,274,1,1,1,2,2,825,,,,
979,160,158,487,260,82,0,0,0,0,0,423,,,,
980,481,23,483,451,242,1,1,1,5,5,929,,,,
981,35,372,425,98,14,0,0,0,0,0,1157,,,,
982,622,367,412,589,436,0,0,0,0,0,784,,,,
983,635,324,84,146,585,0,0,0,0,0,605,,,,
984,184,326,190,195,417,0,0,0,0,0,642,,,,
985,20,189,327,246,51,1,1,1,2,2,1012,,,,
986,473,499,155,622,576,0.8,1,0.888888889,4,5,1115,,,,
987,239,505,32,514,588,0,0,0,0,0,684,,,,
988,466,18,115,8,146,1,1,1,2,2,804,,,,
989,450,351,115,32,315,0,0,0,0,0,831,,,,
990,505,472,98,40,66,0,0,0,0,0,699,,,,
