,User 0,User 1,User 2,precisionG,recallG,fscoreG,T,C,Quantity
295,609,104,3,0.84,1,0.913043478,21,25,1480
296,86,302,22,0.689655172,1,0.816326531,20,29,1562
297,292,3,151,0.913043478,1,0.954545455,21,23,1535
298,526,655,270,0.857142857,1,0.923076923,24,28,1507
299,287,572,613,0.916666667,1,0.956521739,22,24,1512
300,617,361,238,0.892857143,1,0.943396226,25,28,1441
301,164,652,434,0.833333333,1,0.909090909,25,30,1558
302,323,343,238,0.71875,1,0.836363636,23,32,1448
303,573,40,552,0.92,1,0.958333333,23,25,1502
304,176,459,585,0.80952381,1,0.894736842,17,21,1578
305,204,497,210,0.838709677,1,0.912280702,26,31,1480
306,384,397,319,0.896551724,1,0.945454545,26,29,1481
307,555,616,421,0.923076923,1,0.96,24,26,1558
308,627,371,538,0.848484848,1,0.918032787,28,33,1457
309,68,130,127,0.857142857,1,0.923076923,24,28,1550
310,259,392,271,0.842105263,1,0.914285714,16,19,1522
311,237,509,471,0.807692308,1,0.893617021,21,26,1532
312,528,376,535,0.944444444,1,0.971428571,34,36,1524
313,287,459,608,0.833333333,1,0.909090909,15,18,1443
314,248,120,364,0.8,1,0.888888889,20,25,1493
315,301,29,531,0.8,1,0.888888889,24,30,1523
316,334,195,22,0.821428571,1,0.901960784,23,28,1503
317,114,53,588,0.875,1,0.933333333,21,24,1574
318,516,526,60,0.965517241,1,0.98245614,28,29,1404
319,214,444,264,0.9,1,0.947368421,18,20,1516
320,191,441,380,0.861111111,1,0.925373134,31,36,1518
321,226,567,453,0.783783784,1,0.878787879,29,37,1525
322,316,140,248,0.892857143,1,0.943396226,25,28,1538
323,72,40,481,0.909090909,1,0.952380952,20,22,1524
324,481,33,550,0.8,1,0.888888889,24,30,1562
325,510,456,9,0.863636364,1,0.926829268,19,22,1527
326,404,251,48,0.894736842,1,0.944444444,17,19,1525
327,204,485,371,0.894736842,1,0.944444444,17,19,1497
328,572,598,266,0.8,1,0.888888889,24,30,1529
329,296,126,387,0.869565217,1,0.930232558,20,23,1465
330,92,49,195,0.791666667,1,0.88372093,19,24,1417
331,81,390,2,0.904761905,1,0.95,19,21,1542
332,510,524,440,0.739130435,1,0.85,17,23,1455
333,267,286,164,0.863636364,1,0.926829268,19,22,1605
334,95,499,557,0.894736842,1,0.944444444,17,19,1508
335,499,572,287,0.9,1,0.947368421,18,20,1472
336,464,280,381,0.782608696,1,0.87804878,18,23,1502
337,325,376,108,0.6875,1,0.814814815,11,16,1529
338,64,90,50,0.807692308,1,0.893617021,21,26,1537
339,466,292,247,0.75862069,1,0.862745098,22,29,1520
340,70,283,325,0.88,1,0.936170213,22,25,1468
341,55,10,399,0.846153846,1,0.916666667,22,26,1485
342,337,145,7,0.892857143,1,0.943396226,25,28,1567
343,423,252,112,0.814814815,1,0.897959184,22,27,1512
344,172,462,281,0.892857143,1,0.943396226,25,28,1604
345,149,173,603,0.806451613,1,0.892857143,25,31,1459
346,588,193,164,0.862068966,1,0.925925926,25,29,1628
347,655,129,81,0.666666667,1,0.8,22,33,1546
348,542,610,89,0.730769231,1,0.844444444,19,26,1492
349,114,633,98,0.9,1,0.947368421,18,20,1502
350,609,101,642,0.838709677,1,0.912280702,26,31,1567
351,601,229,78,0.903225806,1,0.949152542,28,31,1447
352,338,188,604,0.931034483,1,0.964285714,27,29,1434
353,179,360,329,0.933333333,1,0.965517241,28,30,1514
354,533,413,595,0.782608696,1,0.87804878,18,23,1524
355,144,142,24,0.857142857,1,0.923076923,18,21,1494
356,524,76,279,0.80952381,1,0.894736842,17,21,1411
357,3,281,24,0.92,1,0.958333333,23,25,1582
358,182,364,36,0.703703704,1,0.826086957,19,27,1528
359,594,599,454,0.75,1,0.857142857,18,24,1433
360,434,639,180,0.80952381,1,0.894736842,17,21,1535
361,393,374,462,0.947368421,1,0.972972973,18,19,1495
362,144,46,624,0.870967742,1,0.931034483,27,31,1444
363,199,606,402,0.904761905,1,0.95,19,21,1476
364,69,637,514,0.888888889,1,0.941176471,24,27,1489
365,250,93,629,0.766666667,1,0.867924528,23,30,1460
366,368,562,67,0.882352941,1,0.9375,30,34,1560
367,581,248,10,0.818181818,1,0.9,18,22,1496
368,562,294,582,0.666666667,1,0.8,16,24,1527
369,544,647,414,0.875,1,0.933333333,28,32,1490
370,176,98,157,0.88,1,0.936170213,22,25,1516
371,631,538,471,0.896551724,1,0.945454545,26,29,1565
372,645,620,85,0.884615385,1,0.93877551,23,26,1512
373,647,650,188,0.772727273,1,0.871794872,17,22,1506
374,476,284,529,0.965517241,1,0.98245614,28,29,1534
375,210,548,308,0.826086957,1,0.904761905,19,23,1487
376,55,571,468,0.846153846,1,0.916666667,22,26,1505
377,85,223,304,0.882352941,1,0.9375,15,17,1480
378,65,583,400,0.769230769,1,0.869565217,20,26,1505
379,124,550,355,0.869565217,1,0.930232558,20,23,1497
380,351,460,284,0.821428571,1,0.901960784,23,28,1442
381,624,179,379,0.75,1,0.857142857,18,24,1502
382,388,397,105,0.708333333,1,0.829268293,17,24,1433
383,174,15,466,0.833333333,1,0.909090909,20,24,1489
384,613,645,129,0.954545455,1,0.976744186,21,22,1571
385,565,496,357,0.909090909,1,0.952380952,20,22,1567
386,80,324,556,0.774193548,1,0.872727273,24,31,1566
387,112,281,184,0.833333333,1,0.909090909,20,24,1526
388,653,29,512,0.882352941,1,0.9375,15,17,1508
389,559,633,276,0.875,1,0.933333333,14,16,1570
390,139,470,59,0.869565217,1,0.930232558,20,23,1531
391,369,405,134,0.793103448,1,0.884615385,23,29,1543
392,372,559,365,0.785714286,1,0.88,22,28,1550
393,197,213,370,0.882352941,1,0.9375,30,34,1465
394,623,455,572,0.92,1,0.958333333,23,25,1490
395,632,146,610,0.818181818,1,0.9,18,22,1522
396,296,631,33,0.764705882,1,0.866666667,26,34,1513
397,524,253,231,0.857142857,1,0.923076923,18,21,1509
398,306,373,207,0.794117647,1,0.885245902,27,34,1541
399,165,62,376,0.888888889,1,0.941176471,16,18,1473
400,348,6,197,0.821428571,1,0.901960784,23,28,1495
401,631,597,580,0.875,1,0.933333333,28,32,1585
402,509,371,312,0.88,1,0.936170213,22,25,1434
403,451,474,645,0.75862069,1,0.862745098,22,29,1431
404,106,139,463,0.923076923,1,0.96,24,26,1475
405,481,381,563,0.846153846,1,0.916666667,22,26,1578
406,68,271,425,0.842105263,1,0.914285714,32,38,1554
407,63,31,273,0.789473684,1,0.882352941,15,19,1448
408,608,518,233,0.846153846,1,0.916666667,33,39,1578
409,562,365,605,0.833333333,1,0.909090909,20,24,1515
410,259,357,279,0.866666667,1,0.928571429,26,30,1536
411,438,539,488,0.777777778,1,0.875,21,27,1535
412,84,398,628,0.870967742,1,0.931034483,27,31,1545
413,1,236,167,0.9375,1,0.967741935,15,16,1416
414,494,42,636,0.75,1,0.857142857,24,32,1515
415,429,44,95,0.823529412,1,0.903225806,14,17,1482
416,393,619,350,0.851851852,1,0.92,23,27,1543
417,121,168,545,0.80952381,1,0.894736842,17,21,1519
418,296,307,640,0.90625,1,0.950819672,29,32,1578
419,433,584,174,0.826086957,1,0.904761905,19,23,1539
420,642,293,376,0.807692308,1,0.893617021,21,26,1530
421,262,169,361,0.692307692,1,0.818181818,18,26,1537
422,181,257,224,0.913043478,1,0.954545455,21,23,1531
423,135,193,481,0.766666667,1,0.867924528,23,30,1550
